allelic	JJ	O
indel	NN	O
TRH	NNP	O
-	:	O
individuals	NNS	O
showed	VBD	O
the	DT	O
intermediate	JJ	O
phenotype	NN	O
.	.	O

The	DT	O
SSRI	NNP	O
fluoxetine	NN	O
enhanced	VBD	O
offspring	VBG	O
production	NN	O
in	IN	O
all	DT	O
clones	NNS	O
and	CC	O
decreased	VBD	O
the	DT	O
response	NN	O
to	TO	O
light	NN	O
only	RB	O
in	IN	O
those	DT	O
clones	NNS	O
having	VBG	O
serotonin	NN	O
,	,	O
thus	RB	O
indication	NN	O
that	IN	O
behavioral	JJ	O
effects	NNS	O
of	IN	O
this	DT	O
drug	NN	O
in	IN	O
D.	NNP	O
magna	NN	O
are	VBP	O
associated	VBN	O
to	TO	O
serotonin	VB	O
.	.	O

Results	NNS	O
obtained	VBD	O
with	IN	O
the	DT	O
TRH	NNP	O
mutants	NNS	O
are	VBP	O
in	IN	O
line	NN	O
with	IN	O
reported	JJ	O
ones	NNS	O
in	IN	O
TRH	NNP	O
knockouts	NNS	O
of	IN	O
Caenorhabditis	NNP	O
elegans	NNS	O
,	,	O
Drosophila	NNP	O
and	CC	O
mice	NN	O
,	,	O
indicating	VBG	O
that	IN	O
there	EX	O
is	VBZ	O
one	CD	O
gene	NN	O
encoding	VBG	O
TRH	NNP	O
,	,	O
which	WDT	O
is	VBZ	O
the	DT	O
serotonin	NN	O
limiting	VBG	O
enzyme	NN	O
in	IN	O
both	CC	O
the	DT	O
central	JJ	O
and	CC	O
the	DT	O
periphery	NN	O
nervous	JJ	O
system	NN	O
in	IN	O
Daphnia	NNP	O
and	CC	O
that	DT	O
deprivation	NN	O
of	IN	O
serotonin	NN	O
increases	NNS	O
anxiety	VBP	O
-	:	O
like	IN	O
behavior	NN	O


BACKGROUND	NN	O
:	:	O
Filaggrin	NNP	O
is	VBZ	O
an	DT	O
epidermal	JJ	O
protein	NN	O
that	WDT	O
is	VBZ	O
important	JJ	O
for	IN	O
normal	JJ	O
skin	JJ	O
barrier	NN	O
functions	NNS	O
.	.	O

Up	RB	O
to	TO	O
10%	CD	O
of	IN	O
Europeans	NNPS	O
and	CC	O
Asians	NNPS	O
carry	VBP	O
filaggrin	JJ	O
gene	NN	O
(	(	O
FLG	NNP	B-Gene
)	)	O
loss	NN	B-NegReg
-	:	I-NegReg
of	IN	I-NegReg
function	NN	I-NegReg
mutations	NNS	B-Var
that	WDT	O
appear	VBP	O
to	TO	O
facilitate	VB	B-PosReg
trans	NNS	B-CPA
-	:	I-CPA
epidermal	JJ	I-CPA
penetration	NN	I-CPA
of	IN	I-CPA
certain	JJ	I-CPA
chemicals	NNS	I-CPA
.	.	O
We	PRP	O
previously	RB	O
showed	VBD	O
that	IN	O
mutation	NN	O
carriers	NNS	O
have	VBP	O
higher	JJR	O
internal	JJ	O
exposure	NN	O
to	TO	O
certain	JJ	O
phthalates	NNS	O
,	,	O
compared	VBN	O
to	TO	O
controls	NNS	O
,	,	O
and	CC	O
hypothesized	VBD	O
that	IN	O
they	PRP	O
could	MD	O
have	VB	O
increased	VBN	O
trans	NNS	O
-	:	O
epidermal	JJ	O
penetration	NN	O
of	IN	O
other	JJ	O
chemicals	NNS	O
.	.	O

OBJECTIVES	NN	O
:	:	O
We	PRP	O
investigated	VBD	O
exposure	NN	O
to	TO	O
non	VB	O
-	:	O
persistent	NN	O
chemicals	NNS	O
in	IN	O
young	JJ	O
Danish	JJ	O
men	NNS	O
with	IN	O
and	CC	O
without	IN	O
FLG	NNP	O
mutations	NNS	O
.	.	O

METHODS	NN	O
:	:	O
Concentrations	NNS	O
of	IN	O
eight	CD	O
simple	NN	O
phenols	NNS	O
,	,	O
six	CD	O
parabens	NNS	O
and	CC	O
nine	CD	O
UV	NNP	O
filters	NNS	O
were	VBD	O
analysed	VBN	O
in	IN	O
urine	NN	O
from	IN	O
65	CD	O
FLG	NNP	O
loss	NN	O
-	:	O
of	IN	O
-	:	O
function	NN	O
mutation	NN	O
carriers	NNS	O
and	CC	O
130	CD	O
non	JJ	O
-	:	O
carriers	NNS	O
(	(	O
controls	NNS	O
)	)	O
.	.	O

Regression	NN	O
analyses	NNS	O
,	,	O
controlling	VBG	O
for	IN	O
urinary	JJ	O
dilution	NN	O
and	CC	O
confounders	NNS	O
,	,	O
were	VBD	O
performed	VBN	O
to	TO	O
estimate	VB	O
associations	NNS	O
between	IN	O
FLG	NNP	O
mutation	NN	O
status	NN	O
and	CC	O
chemical	NN	O
concentrations	NNS	O
in	IN	O
urine	NN	O
.	.	O

RESULTS	NN	O
:	:	O
FLG	NNP	O
mutation	NN	O
carriers	NNS	O
had	VBD	O
80%	CD	O
(	(	O
13	CD	O
-	:	O
180%	CD	O
)	)	O
higher	JJR	O
urinary	JJ	O
concentrations	NNS	O
of	IN	O
methyl	NN	O
paraben	NN	O
(	(	O
MeP	NNP	O
)	)	O
and	CC	O
91%	CD	O
(	(	O
13	CD	O
-	:	O
219%	CD	O
)	)	O
higher	JJR	O
concentrations	NNS	O
of	IN	O
n	JJ	O
-	:	O
propyl	NN	O
paraben	NN	O
(	(	O
n	JJ	O
-	:	O
PrP	NN	O
)	)	O
than	IN	O
controls	NNS	O
.	.	O

For	IN	O
13	CD	O
compounds	NNS	O
,	,	O
levels	NNS	O
were	VBD	O
higher	JJR	O
in	IN	O
FLG	NNP	O
mutation	NN	O
carriers	NNS	O
,	,	O
although	IN	O
differences	NNS	O
were	VBD	O
only	RB	O
statistically	RB	O
significant	JJ	O
for	IN	O
MeP	NNP	O
and	CC	O
n	SYM	O
-	:	O
PrP	NN	O
.	.	O

Combined	JJ	O
statistical	JJ	O
analysis	NN	O
of	IN	O
concentrations	NNS	O
of	IN	O
all	PDT	O
the	DT	O
18	CD	O
compounds	NNS	O
that	WDT	O
were	VBD	O
detectable	JJ	O
in	IN	O
10%	CD	O
of	IN	O
subjects	NNS	O
,	,	O
suggested	VBD	O
that	IN	O
concentrations	NNS	O
were	VBD	O
generally	RB	O
higher	JJR	O
in	IN	O
mutation	NN	O
carriers	NNS	O
(	(	O
p	VB	O
0.03	CD	O
)	)	O
.	.	O

CONCLUSION	NN	O
:	:	O
FLG	NNP	O
loss	NN	O
-	:	O
of	IN	O
-	:	O
function	NN	O
mutation	NN	O
carriers	NNS	O
have	VBP	O
a	DT	O
higher	JJR	O
internal	JJ	O
exposure	NN	O
to	TO	O
some	DT	O
non	JJ	O
-	:	O
persistent	JJ	O
chemicals	NNS	O
,	,	O
independently	RB	O
of	IN	O
atopic	NN	O
dermatitis	NN	O
.	.	O

This	DT	O
may	MD	O
be	VB	O
due	JJ	O
to	TO	O
increased	VBN	O
trans	NNS	O
-	:	O
epidermal	JJ	O
absorption	NN	O
and	CC	O
or	CC	O
higher	JJR	O
exposure	NN	O
,	,	O
and	CC	O
mutation	NN	O
carriers	NNS	O
may	MD	O
constitute	VB	O
a	DT	O
group	NN	O
susceptible	JJ	O
to	TO	O
increased	VBN	O
absorption	NN	O
of	IN	O
chemicals	NNS	O
and	CC	O
topical	JJ	O
medication	NN	O


Glycine	JJ	O
receptors	NNS	O
(	(	O
GlyRs	NNP	O
)	)	O
are	VBP	O
Cys	NNP	O
-	:	O
loop	NN	O
receptors	NNS	O
that	WDT	O
mediate	VBP	O
fast	RB	O
synaptic	JJ	O
inhibition	NN	O
in	IN	O
the	DT	O
brain	NN	O
stem	NN	O
and	CC	O
spinal	JJ	O
cord	NN	O
.	.	O

They	PRP	O
are	VBP	O
involved	VBN	O
in	IN	O
the	DT	O
generation	NN	O
of	IN	O
motor	NN	O
rhythm	NN	O
,	,	O
reflex	JJ	O
circuit	NN	O
coordination	NN	O
,	,	O
and	CC	O
sensory	JJ	O
signal	NN	O
processing	NN	O
and	CC	O
therefore	RB	O
represent	JJ	O
targets	NNS	O
for	IN	O
therapeutic	JJ	O
interventions	NNS	O
.	.	O

The	DT	O
extracellular	JJ	O
domains	NNS	O
(	(	O
ECDs	NNP	O
)	)	O
of	IN	O
Cys	NNP	O
-	:	O
loop	NN	O
receptors	NNS	O
typically	RB	O
contain	VBP	O
many	JJ	O
aromatic	JJ	O
amino	NN	O
acids	NNS	O
,	,	O
but	CC	O
only	RB	O
those	DT	O
in	IN	O
the	DT	O
receptor	NN	O
binding	VBG	O
pocket	NN	O
have	VBP	O
been	VBN	O
extensively	RB	O
studied	VBN	O
.	.	O

Here	RB	O
,	,	O
we	PRP	O
show	VBP	O
that	IN	O
many	JJ	O
Phe	NNP	O
residues	NNS	O
in	IN	O
the	DT	O
ECD	NNP	O
that	WDT	O
are	VBP	O
not	RB	O
located	VBN	O
in	IN	O
the	DT	O
binding	NN	O
pocket	NN	O
are	VBP	O
also	RB	O
involved	VBN	O
in	IN	O
GlyR	NNP	O
function	NN	O
.	.	O

We	PRP	O
examined	VBD	O
these	DT	O
Phe	NNP	O
residues	NNS	O
by	IN	O
creating	VBG	O
several	JJ	O
GlyR	NNP	O
variants	NNS	O
,	,	O
characterizing	VBG	O
these	DT	O
variants	NNS	O
with	IN	O
the	DT	O
two	CD	O
-	:	O
electrode	NN	O
voltage	NN	O
clamp	NN	O
technique	NN	O
in	IN	O
Xenopus	NNP	O
oocytes	NNS	O
,	,	O
and	CC	O
interpreting	VBG	O
changes	NNS	O
in	IN	O
receptor	NN	O
parameters	NNS	O
by	IN	O
using	VBG	O
currently	RB	O
available	JJ	O
structural	JJ	O
information	NN	O
on	IN	O
the	DT	O
open	JJ	O
and	CC	O
closed	JJ	O
states	NNS	O
of	IN	O
the	DT	O
GlyR	NNP	O
.	.	O

Substitution	NN	B-Var
of	IN	I-Var
six	CD	I-Var
of	IN	I-Var
the	DT	I-Var
eight	CD	I-Var
Phe	NNP	I-Var
residues	NNS	I-Var
in	IN	I-Var
the	DT	I-Var
ECD	NNP	I-Var
with	IN	I-Var
Ala	NNP	I-Var
resulted	VBD	O
in	IN	O
loss	NN	B-NegReg
of	IN	O
function	NN	B-MPA
or	CC	O
significantly	RB	O
increased	VBD	B-PosReg
the	DT	O
EC50	NNP	B-MPA
and	CC	O
also	RB	O
altered	VBD	B-Reg
the	DT	O
maximal	JJ	B-MPA
response	NN	I-MPA
to	TO	I-MPA
the	DT	I-MPA
partial	JJ	I-MPA
GlyR	NNP	I-MPA
agonist	NN	I-MPA
taurine	NN	I-MPA
compared	VBN	O
with	IN	O
glycine	NN	O
in	IN	O
those	DT	O
receptor	NN	O
variants	NNS	O
that	WDT	O
were	VBD	O
functional	JJ	O
.	.	O
Substitutions	NNS	O
with	IN	O
other	JJ	O
amino	JJ	O
acids	NNS	O
,	,	O
combined	VBN	O
with	IN	O
examination	NN	O
of	IN	O
nearby	JJ	O
residues	NNS	O
that	WDT	O
could	MD	O
potentially	RB	O
interact	VB	O
with	IN	O
these	DT	O
Phe	NNP	O
residues	NNS	O
,	,	O
suggested	VBD	O
interactions	NNS	O
that	WDT	O
could	MD	O
be	VB	O
important	JJ	O
for	IN	O
GlyR	NNP	O
function	NN	O
,	,	O
and	CC	O
possibly	RB	O
similar	JJ	O
interactions	NNS	O
could	MD	O
contribute	VB	O
to	TO	O
the	DT	O
function	NN	O
of	IN	O
other	JJ	O
members	NNS	O
of	IN	O
the	DT	O
Cys	NNP	O
-	:	O
loop	NN	O
receptor	NN	O
family	NN	O
.	.	O

Overall	JJ	O
,	,	O
our	PRP$	O
results	NNS	O
suggest	VBP	O
that	IN	O
many	JJ	O
ECD	NNP	O
regions	NNS	O
are	VBP	O
important	JJ	O
for	IN	O
GlyR	NNP	O
function	NN	O
and	CC	O
that	IN	O
these	DT	O
regions	NNS	O
could	MD	O
inform	VB	O
the	DT	O
design	NN	O
of	IN	O
therapeutic	JJ	O
agents	NNS	O
targeting	VBG	O
GlyR	NNP	O
activity	NN	O


Calcium	NN	O
(	(	O
Ca2	NNP	O
)	)	O
homeostasis	NN	O
is	VBZ	O
essential	JJ	O
for	IN	O
neuronal	JJ	O
function	NN	O
and	CC	O
survival	NN	O
.	.	O

Altered	NNP	O
Ca2	NNP	O
homeostasis	NN	O
has	VBZ	O
been	VBN	O
consistently	RB	O
observed	VBN	O
in	IN	O
neurological	JJ	O
diseases	NNS	O
.	.	O

How	WRB	O
Ca2	JJ	O
homeostasis	NN	O
is	VBZ	O
achieved	VBN	O
in	IN	O
various	JJ	O
cellular	JJ	O
compartments	NNS	O
of	IN	O
disease	NN	O
-	:	O
relevant	NN	O
cell	NN	O
types	NNS	O
is	VBZ	O
not	RB	O
well	RB	O
understood	RB	O
.	.	O

Here	RB	O
we	PRP	O
show	VBP	O
in	IN	O
Drosophila	NNP	O
Parkinson	NNP	O
's	POS	O
disease	NN	O
(	(	O
PD	NNP	O
)	)	O
models	NNS	O
that	IN	O
Ca2	NNP	O
transport	NN	O
from	IN	O
the	DT	O
endoplasmic	JJ	O
reticulum	NN	O
(	(	O
ER	NNP	O
)	)	O
to	TO	O
mitochondria	VB	O
through	IN	O
the	DT	O
ER	NNP	O
-	:	O
mitochondria	NN	O
contact	NN	O
site	NN	O
(	(	O
ERMCS	NNP	O
)	)	O
critically	RB	O
regulates	VBZ	O
mitochondrial	JJ	O
Ca2	NNP	O
(	(	O
mito	SYM	O
-	:	O
Ca2	NN	O
)	)	O
homeostasis	NN	O
in	IN	O
dopaminergic	NN	O
(	(	O
DA	NNP	O
)	)	O
neurons	NNS	O
,	,	O
and	CC	O
that	IN	O
the	DT	O
PD	NNP	O
-	:	O
associated	VBN	O
PINK1	NNP	O
protein	NN	O
modulates	VBZ	O
this	DT	O
process	NN	O
.	.	O

In	IN	O
PINK1	NNP	B-Gene
mutant	JJ	B-Var
DA	NNP	O
neurons	NNS	O
,	,	O
the	DT	O
ERMCS	NNP	B-MPA
is	VBZ	O
strengthened	VBN	B-PosReg
and	CC	O
mito	SYM	B-MPA
-	:	I-MPA
Ca2	NNP	I-MPA
level	NN	I-MPA
is	VBZ	O
elevated	VBN	B-PosReg
,	,	O
resulting	VBG	O
in	IN	O
mitochondrial	JJ	B-MPA
enlargement	NN	B-PosReg
and	CC	O
neuronal	JJ	B-CPA
death	NN	B-NegReg
.	.	O
Miro	NNP	O
,	,	O
a	DT	O
well	RB	O
-	:	O
characterized	VBN	O
component	NN	O
of	IN	O
the	DT	O
mitochondrial	JJ	O
trafficking	NN	O
machinery	NN	O
,	,	O
mediates	VBZ	O
the	DT	O
effects	NNS	O
of	IN	O
PINK1	NNP	O
on	IN	O
mito	SYM	O
-	:	O
Ca2	NN	O
and	CC	O
mitochondrial	JJ	O
morphology	NN	O
,	,	O
apparently	RB	O
in	IN	O
a	DT	O
transport	NN	O
-	:	O
independent	JJ	O
manner	NN	O
.	.	O

Miro	NNP	O
overexpression	NN	O
mimics	NNS	O
PINK1	NNP	O
loss	NN	O
-	:	O
of	IN	O
-	:	O
function	NN	O
effect	NN	O
,	,	O
whereas	JJ	O
inhibition	NN	O
of	IN	O
Miro	NNP	O
or	CC	O
components	NNS	O
of	IN	O
the	DT	O
ERMCS	NNP	O
,	,	O
or	CC	O
pharmacological	JJ	O
modulation	NN	O
of	IN	O
ERMCS	NNP	O
function	NN	O
,	,	O
rescued	VBN	O
PINK1	NNP	O
mutant	JJ	O
phenotypes	NNS	O
.	.	O

Mito	NNP	O
-	:	O
Ca2	NNP	O
homeostasis	NN	O
is	VBZ	O
also	RB	O
altered	VBN	O
in	IN	O
the	DT	O
LRRK2	NNP	O
-	:	O
G2019S	NNP	O
model	NN	O
of	IN	O
PD	NNP	O
and	CC	O
the	DT	O
PAR	NNP	O
-	:	O
1	CD	O
MARK	NNP	O
model	NN	O
of	IN	O
neurodegeneration	NN	O
,	,	O
and	CC	O
genetic	JJ	O
or	CC	O
pharmacological	JJ	O
restoration	NN	O
of	IN	O
mito	JJ	O
-	:	O
Ca2	NNP	O
level	NN	O
is	VBZ	O
beneficial	JJ	O
in	IN	O
these	DT	O
models	NNS	O
.	.	O

Our	PRP$	O
results	NNS	O
highlight	VBD	O
the	DT	O
importance	NN	O
of	IN	O
mito	NN	O
-	:	O
Ca2	NNP	O
homeostasis	NN	O
maintained	VBN	O
by	IN	O
Miro	NNP	O
and	CC	O
the	DT	O
ERMCS	NNP	O
to	TO	O
mitochondrial	VB	O
physiology	NN	O
and	CC	O
neuronal	JJ	O
integrity	NN	O
.	.	O

Targeting	VBG	O
this	DT	O
mito	NN	O
-	:	O
Ca2	NNP	O
homeostasis	NN	O
pathway	NN	O
holds	VBZ	O
promise	NN	O
for	IN	O
a	DT	O
therapeutic	JJ	O
strategy	NN	O
for	IN	O
neurodegenerative	JJ	O
diseases	NNS	O



The	DT	O
filaggrin	NN	O
(	(	O
FLG	NNP	B-Gene
)	)	O
gene	NN	O
is	VBZ	O
widely	RB	O
studied	VBN	O
for	IN	O
its	PRP$	O
skin	NN	O
-	:	O
barrier	NN	O
function	NN	O
in	IN	O
humans	NNS	O
.	.	O
The	DT	O
extensive	JJ	B-Var
genetic	JJ	I-Var
variation	NN	I-Var
in	IN	O
this	DT	O
gene	NN	O
,	,	O
especially	RB	O
common	JJ	O
loss	NN	B-NegReg
-	:	I-NegReg
of	IN	I-NegReg
-	:	I-NegReg
function	NN	I-NegReg
(	(	O
LoF	NNP	O
)	)	O
mutations	NNS	B-Var
,	,	O
has	VBZ	O
been	VBN	O
established	VBN	O
as	IN	O
primary	JJ	O
risk	NN	O
factors	NNS	O
for	IN	O
atopic	NN	B-Disease
dermatitis	NN	I-Disease
.	.	O
To	TO	O
investigate	VB	O
the	DT	O
evolution	NN	O
of	IN	O
this	DT	O
gene	NN	O
,	,	O
we	PRP	O
analyzed	VBD	O
2	CD	O
,	,	O
504	CD	O
human	JJ	O
genomes	NNS	O
and	CC	O
genotyped	VBD	O
the	DT	O
copy	NN	O
number	NN	O
variation	NN	O
of	IN	O
filaggrin	NN	O
repeats	NNS	O
within	IN	O
FLG	NNP	O
in	IN	O
126	CD	O
individuals	NNS	O
from	IN	O
diverse	JJ	O
ancestral	JJ	O
backgrounds	NNS	O
.	.	O

We	PRP	O
were	VBD	O
unable	JJ	O
to	TO	O
replicate	VB	O
a	DT	O
recent	JJ	O
study	NN	O
claiming	VBG	O
that	IN	O
LoF	NNP	O
of	IN	O
FLG	NNP	O
is	VBZ	O
adaptive	JJ	O
in	IN	O
northern	JJ	O
latitudes	NNS	O
with	IN	O
lower	JJR	O
ultraviolet	NN	O
light	JJ	O
exposure	NN	O
.	.	O

Instead	RB	O
,	,	O
we	PRP	O
present	VBP	O
multiple	JJ	O
lines	NNS	O
of	IN	O
evidence	NN	O
suggesting	VBG	O
that	IN	O
FLG	NNP	O
genetic	JJ	O
variation	NN	O
,	,	O
including	VBG	O
LoF	NNP	O
variants	NNS	O
,	,	O
have	VBP	O
little	JJ	O
or	CC	O
no	DT	O
effect	NN	O
on	IN	O
fitness	NN	O
in	IN	O
modern	JJ	O
humans	NNS	O
.	.	O

Haplotype	NNP	O
-	:	O
level	NN	O
scrutinization	NN	O
of	IN	O
the	DT	O
locus	NN	O
revealed	VBD	O
signatures	NNS	O
of	IN	O
a	DT	O
recent	JJ	O
selective	JJ	O
sweep	NN	O
in	IN	O
Asia	NNP	O
,	,	O
which	WDT	O
increased	VBD	O
the	DT	O
allele	JJ	O
frequency	NN	O
of	IN	O
a	DT	O
haplotype	NN	O
group	NN	O
(	(	O
Huxian	NNP	O
haplogroup	NN	O
)	)	O
in	IN	O
Asian	JJ	O
populations	NNS	O
.	.	O

Functionally	RB	O
,	,	O
we	PRP	O
found	VBD	O
that	IN	O
the	DT	O
Huxian	NNP	O
haplogroup	NN	O
carries	VBZ	O
dozens	NNS	O
of	IN	O
functional	JJ	O
variants	NNS	O
in	IN	O
FLG	NNP	O
and	CC	O
hornerin	NN	O
(	(	O
HRNR	NNP	O
)	)	O
genes	NNS	O
,	,	O
including	VBG	O
those	DT	O
that	WDT	O
are	VBP	O
associated	VBN	O
with	IN	O
atopic	NN	O
dermatitis	NN	O
susceptibility	NN	O
,	,	O
HRNR	NNP	O
expression	NN	O
levels	NNS	O
and	CC	O
microbiome	JJ	O
diversity	NN	O
on	IN	O
the	DT	O
skin	NN	O
.	.	O

Our	PRP$	O
results	NNS	O
suggest	VBP	O
that	IN	O
the	DT	O
target	NN	O
of	IN	O
the	DT	O
adaptive	JJ	O
sweep	NN	O
is	VBZ	O
HRNR	NNP	O
gene	NN	O
function	NN	O
,	,	O
and	CC	O
the	DT	O
functional	JJ	O
FLG	NNP	O
variants	NNS	O
that	WDT	O
involve	VBP	O
susceptibility	NN	O
to	TO	O
atopic	VB	O
dermatitis	NN	O
,	,	O
seem	VBP	O
to	TO	O
hitchhike	VB	O
the	DT	O
selective	JJ	O
sweep	NN	O
on	IN	O
HRNR	NNP	O
.	.	O

Our	PRP$	O
study	NN	O
presents	VBZ	O
a	DT	O
novel	JJ	O
case	NN	O
of	IN	O
a	DT	O
locus	NN	O
that	WDT	O
harbors	VBZ	O
clinically	RB	O
relevant	JJ	O
common	JJ	O
genetic	JJ	O
variation	NN	O
with	IN	O
complex	JJ	O
evolutionary	JJ	O
trajectories	NNS	O

Braf	NNP	B-Gene
mutant	NN	B-Var
lung	VBP	I-Reg
adenocarcinoma	NN	I-Disease


Inactivating	VBG	O
BRAF	NNP	O
mutants	NNS	O
in	IN	O
lung	NN	O
predominate	NN	O
over	IN	O
the	DT	O
activating	VBG	O
V600E	NNP	O
mutant	NN	O
that	WDT	O
is	VBZ	O
frequently	RB	O
observed	VBN	O
in	IN	O
other	JJ	O
tumour	JJ	O
types	NNS	O
.	.	O

Here	RB	O
we	PRP	O
demonstrate	VBP	O
that	IN	O
the	DT	O
expression	NN	O
of	IN	O
an	DT	O
endogenous	JJ	O
Braf	NNP	O
(	(	O
D631A	NNP	O
)	)	O
kinase	VBD	O
-	:	O
inactive	JJ	O
isoform	NN	O
in	IN	O
mice	NN	O
(	(	O
corresponding	VBG	O
to	TO	O
the	DT	O
human	JJ	O
BRAF	NNP	O
(	(	O
D594A	NNP	O
)	)	O
mutation	NN	O
)	)	O
triggers	NNS	O
lung	VBP	O
adenocarcinoma	NN	O
in	IN	O
vivo	NN	O
,	,	O
indicating	VBG	O
that	IN	O
BRAF	NNP	O
-	:	O
inactivating	NN	O
mutations	NNS	O
are	VBP	O
initiating	VBG	O
events	NNS	O
in	IN	O
lung	NN	O
oncogenesis	NN	O
.	.	O

Moreover	RB	O
,	,	O
inactivating	VBG	O
BRAF	NNP	O
mutations	NNS	O
have	VBP	O
also	RB	O
been	VBN	O
identified	VBN	O
in	IN	O
a	DT	O
subset	NN	O
of	IN	O
KRAS	NNP	O
-	:	O
driven	NN	O
human	JJ	O
lung	NN	O
tumours	NNS	O
.	.	O

Co	NNP	O
-	:	O
expression	NN	O
of	IN	O
Kras	NNP	B-Gene
(	(	O
G12V	NNP	B-Var
)	)	O
and	CC	O
Braf	NNP	B-Gene
(	(	O
D631A	NNP	B-Var
)	)	O
in	IN	O
mouse	NN	O
lung	NN	O
cells	NNS	O
markedly	RB	O
enhances	VBZ	B-PosReg
tumour	JJ	B-MPA
initiation	NN	I-MPA
,	,	O
a	DT	O
phenomenon	NN	O
mediated	VBN	O
by	IN	O
Craf	NNP	O
kinase	NN	O
activity	NN	O
,	,	O
and	CC	O
effectively	RB	O
accelerates	VBZ	O
tumour	JJ	O
progression	NN	O
when	WRB	O
activated	VBN	O
in	IN	O
advanced	JJ	O
lung	NN	O
adenocarcinomas	NN	O
.	.	O
We	PRP	O
also	RB	O
report	VBP	O
a	DT	O
key	JJ	O
role	NN	O
for	IN	O
the	DT	O
wild	JJ	O
-	:	O
type	NN	O
Braf	NNP	O
kinase	NN	O
in	IN	O
sustaining	VBG	O
Kras	NNP	O
(	(	O
G12V	NNP	O
)	)	O
Braf	NNP	O
(	(	O
D631A	NNP	O
)-	NNP	O
driven	NN	O
tumours	NNS	O
.	.	O

Ablation	NN	O
of	IN	O
the	DT	O
wild	JJ	O
-	:	O
type	NN	O
Braf	NNP	O
allele	NN	O
prevents	VBZ	O
the	DT	O
development	NN	O
of	IN	O
lung	NN	O
adenocarcinoma	NN	O
by	IN	O
inducing	VBG	O
a	DT	O
further	JJ	O
increase	NN	O
in	IN	O
MAPK	NNP	O
signalling	VBG	O
that	IN	O
results	NNS	O
in	IN	O
oncogenic	JJ	O
toxicity	NN	O
;	:	O
this	DT	O
effect	NN	O
can	MD	O
be	VB	O
abolished	VBN	O
by	IN	O
pharmacological	JJ	O
inhibition	NN	O
of	IN	O
Mek	NNP	O
to	TO	O
restore	VB	O
tumour	JJ	O
growth	NN	O
.	.	O

However	RB	O
,	,	O
the	DT	O
loss	NN	B-Var
of	IN	O
wild	JJ	O
-	:	O
type	NN	O
Braf	NNP	B-Gene
also	RB	O
induces	VBZ	B-Reg
transdifferentiation	NN	B-CPA
of	IN	O
club	NN	O
cells	NNS	O
,	,	O
which	WDT	O
leads	VBZ	B-Reg
to	TO	I-Reg
the	DT	O
rapid	JJ	B-MPA
development	NN	I-MPA
of	IN	I-MPA
lethal	JJ	I-MPA
intrabronchiolar	JJ	I-MPA
lesions	NNS	I-MPA
.	.	O
These	DT	O
observations	NNS	O
indicate	VBP	O
that	IN	O
the	DT	O
signal	JJ	O
intensity	NN	O
of	IN	O
the	DT	O
MAPK	NNP	O
pathway	NN	O
is	VBZ	O
a	DT	O
critical	JJ	O
determinant	NN	O
not	RB	O
only	RB	O
in	IN	O
tumour	NN	O
development	NN	O
,	,	O
